ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2006 AMMONIA DISSOLVED mg/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6154 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,48429 RHENIUM DISSOLVED ug/L,48411 RHENIUM TOTAL RECOVERABLE ug/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103953 SILICON DISSOLVED mg/L,80045 SILICON TOTAL RECOVERABLE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS265,21SWE08797,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:23:27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,,8.87,,,,,,,,155.6,,,,,,,,,,,,,,419.2,,,,,,,,20.29,,,,,,,,,,,,,,,,,
ABS265,21SWE08798,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:24:32,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71,,8.9,,,,,,,,155.5,,,,,,,,,,,,,,418.4,,,,,,,,20.27,,,,,,,,,,,,,,,,,
ABS265,21SWE08799,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:25:42,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,,8.82,,,,,,,,157.3,,,,,,,,,,,,,,421.1,,,,,,,,20.15,,,,,,,,,,,,,,,,,
ABS265,21SWE08800,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:27:12,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,,8.52,,,,,,,,163.8,,,,,,,,,,,,,,429.4,,,,,,,,19.9,,,,,,,,,,,,,,,,,
ABS265,21SWE08801,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,08/09/2021 11:28:37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,7.65,,,,,,,,-163.4,,,,,,,,,,,,,,447.9,,,,,,,,19.53,,,,,,,,,,,,,,,,,
ABS265,21SWE08816,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,17,N,top grab @ 1m,09/14/2021 10:15:00,1,8.4,210,,,0.13,0.12,,,,,,,,,230,,,,,,,,34,,43,,22,22,10,9.1,85.8,,,,,,,,,,,150,-96.8,L1,,2.8,L0.06,,,,,,,15,0.011,,,,,12.11,,,,,1.7,0.031,0.018,0.049,2.7,2.6,,9.82,-8.9,8.93,8.71,0.037,0.2,0.064,39.3,17,,106.2,7,,,,,,7,,,,,,37,416.4,420,,,14,4.7,5,,16.12,,,,,,,,,260,,,,,,,,
ABS265,21SWE08813,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:39:52,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS265,21SWE08814,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:40:41,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83,,8.91,,,,,712,,,106,,,,,,,,,,,,,,416.5,,,,,,,,16.12,,,,,,,,,,,,,,,,,
ABS265,21SWE08815,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:41:30,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81,,8.92,,,,,160.9,,,105.9,,,,,,,,,,,,,,416.5,,,,,,,,16.11,,,,,,,,,,,,,,,,,
ABS265,21SWE08817,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:45:21,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72,,8.93,,,,,14.9,,,107.7,,,,,,,,,,,,,,416.6,,,,,,,,16.08,,,,,,,,,,,,,,,,,
ABS265,21SWE08818,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:46:11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68,,8.93,,,,,3.9,,,108.3,,,,,,,,,,,,,,416.6,,,,,,,,16.07,,,,,,,,,,,,,,,,,
ABS265,21SWE08819,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:47:57,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,,8.93,,,,,,,,109.7,,,,,,,,,,,,,,416.7,,,,,,,,16.07,,,,,,,,,,,,,,,,,
ABS265,21SWE08820,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:48:45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59,,8.92,,,,,,,,110.4,,,,,,,,,,,,,,416.8,,,,,,,,16.06,,,,,,,,,,,,,,,,,
ABS265,21SWE08821,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:49:32,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54,,8.92,,,,,,,,111.2,,,,,,,,,,,,,,416.7,,,,,,,,16.05,,,,,,,,,,,,,,,,,
ABS265,21SWE08822,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:50:17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.51,,8.92,,,,,,,,111.5,,,,,,,,,,,,,,416.7,,,,,,,,16.04,,,,,,,,,,,,,,,,,
ABS265,21SWE08823,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:51:10,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.48,,8.92,,,,,,,,112.2,,,,,,,,,,,,,,416.7,,,,,,,,16.03,,,,,,,,,,,,,,,,,
ABS265,21SWE08824,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:52:02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.48,,8.92,,,,,,,,112.7,,,,,,,,,,,,,,416.7,,,,,,,,16.03,,,,,,,,,,,,,,,,,
ABS265,21SWE08825,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:52:50,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.46,,8.91,,,,,,,,113.4,,,,,,,,,,,,,,416.8,,,,,,,,16.02,,,,,,,,,,,,,,,,,
ABS265,21SWE08826,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:53:41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45,,8.92,,,,,,,,113.8,,,,,,,,,,,,,,416.8,,,,,,,,16.02,,,,,,,,,,,,,,,,,
ABS265,21SWE08827,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:54:20,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44,,8.91,,,,,,,,114.4,,,,,,,,,,,,,,416.9,,,,,,,,16.02,,,,,,,,,,,,,,,,,
ABS265,21SWE08828,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:55:15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.43,,8.91,,,,,,,,114.6,,,,,,,,,,,,,,416.8,,,,,,,,16.02,,,,,,,,,,,,,,,,,
ABS265,21SWE08829,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,09/14/2021 10:55:58,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,,8.91,,,,,,,,114.8,,,,,,,,,,,,,,416.8,,,,,,,,16.02,,,,,,,,,,,,,,,,,
ABS265,21SWE08832,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 11:36:04,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS265,21SWE08833,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 11:44:54,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.56,,9,,,,,220.8,,,144.7,,,,,,,,,,,,,,399.6,,,,,,,,8.49,,,,,,,,,,,,,,,,,
ABS265,21SWE08834,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 11:47:13,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.51,,9,,,,,107.9,,,128.4,,,,,,,,,,,,,,399.6,,,,,,,,8.5,,,,,,,,,,,,,,,,,
ABS265,21SWE08836,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 11:51:45,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.37,,9,,,,,24.4,,,118.6,,,,,,,,,,,,,,399.6,,,,,,,,8.48,,,,,,,,,,,,,,,,,
ABS265,21SWE08837,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 11:53:27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.24,,8.99,,,,,12.9,,,116.6,,,,,,,,,,,,,,399.8,,,,,,,,8.43,,,,,,,,,,,,,,,,,
ABS265,21SWE08838,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 11:55:05,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16,,8.99,,,,,6.7,,,115,,,,,,,,,,,,,,399.9,,,,,,,,8.41,,,,,,,,,,,,,,,,,
ABS265,21SWE08839,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 11:56:36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22,,8.99,,,,,3.6,,,113.7,,,,,,,,,,,,,,399.9,,,,,,,,8.4,,,,,,,,,,,,,,,,,
ABS265,21SWE08840,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 11:58:06,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21,,8.99,,,,,1.8,,,112.7,,,,,,,,,,,,,,399.8,,,,,,,,8.39,,,,,,,,,,,,,,,,,
ABS265,21SWE08841,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 12:00:12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.17,,8.99,,,,,,,,111.6,,,,,,,,,,,,,,399.9,,,,,,,,8.38,,,,,,,,,,,,,,,,,
ABS265,21SWE08842,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 12:01:41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08,,8.97,,,,,,,,111.3,,,,,,,,,,,,,,400,,,,,,,,8.36,,,,,,,,,,,,,,,,,
ABS265,21SWE08843,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 12:03:02,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03,,8.97,,,,,,,,110.3,,,,,,,,,,,,,,400.2,,,,,,,,8.36,,,,,,,,,,,,,,,,,
ABS265,21SWE08844,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,10/13/2021 12:04:19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96,,8.96,,,,,,,,109.7,,,,,,,,,,,,,,400.2,,,,,,,,8.35,,,,,,,,,,,,,,,,,
ABS265,21SWE08835,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,17,N,top grab @ 1m,10/13/2021 13:10:00,1,14,200,,,0.023,0.022,,,,,,,,,210,,,,,,,,33,,41,,23,23,17,8.5,32.8,,,,,,,,,,,140,-96.3,L1,,4.7,L0.06,,,,,,,15,L0.004,,,,,1.31,,,,,1.9,0.0067,L0.003,0.0067,1.7,1.7,,10.34,-8.61,9,8.93,L0.003,0.06,0.028,55,17,,121.9,5.2,,,,,,0.6,,,,,,40,399.6,410,,,13,4.5,5,,8.49,,,,,,,,,250,,,,,,,,
ABS265,21SWE08850,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,12/13/2021 11:56:00,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS265,21SWE08851,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,12/13/2021 11:58:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.06,,8.82,,,,,5.93,,,158.9,,,,,,,,,,,,,,395.8,,,,,,,,0.24,,,,,,,,,,,,,,,,,
ABS265,21SWE08853,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,17,N,"top grab @ 1m. Very windy and snowing. Only trace amounts of snow on ice (no snow survey collected). Zooplankton sample collected at 7.0m with an 8"" tow net",12/13/2021 12:00:00,1,1.2,220,,,0.098,0.14,,,,,,,,,260,,,,,,,,32,,47,,24,23,1.4,9.1,100,,,,,,,,,2.8,,140,-98.3,L1,0.28,0.003,L0.06,,,,,,,15,L0.004,,,,,0.11,,,,,1.9,0.022,L0.003,0.022,2.1,2.1,,11.65,-8.87,8.63,8.33,0.0051,0.043,0.03,4.72,17,,141.8,3.9,,,1.5,,,1.6,,,,,,37,452.6,460,,,14,4.9,4.9,-12,2.17,,,,,,,,,250,,,,,,,,
ABS265,21SWE08852,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,12/13/2021 12:01:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92,,8.72,,,,,5.22,,,143.9,,,,,,,,,,,,,,446,,,,,,,,0.88,,,,,,,,,,,,,,,,,
ABS265,21SWE08854,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,12/13/2021 12:04:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07,,8.63,,,,,3.04,,,137.8,,,,,,,,,,,,,,454.7,,,,,,,,2.3,,,,,,,,,,,,,,,,,
ABS265,21SWE08855,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,12/13/2021 12:06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95,,8.63,,,,,2.09,,,135.7,,,,,,,,,,,,,,454.6,,,,,,,,2.3,,,,,,,,,,,,,,,,,
ABS265,21SWE08856,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,12/13/2021 12:08:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.88,,8.63,,,,,1.39,,,133.3,,,,,,,,,,,,,,451.8,,,,,,,,2.3,,,,,,,,,,,,,,,,,
ABS265,21SWE08857,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,12/13/2021 12:10:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85,,8.63,,,,,0.95,,,131.4,,,,,,,,,,,,,,453.7,,,,,,,,2.3,,,,,,,,,,,,,,,,,
ABS265,21SWE08858,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,only light recorded at 0.5m intervals from this depth,12/13/2021 12:12:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS265,21SWE08859,MAC,ATH,07BB,1,AB07BB0310,"NAKAMUN LAKE, PROFILE AT CENTRE",53.884310,-114.210190,0,1,122,N,,12/13/2021 12:14:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,8.4,,,,,0.45,,,133.2,,,,,,,,,,,,,,442.9,,,,,,,,3.7,,,,,,,,,,,,,,,,,
