ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2006 AMMONIA DISSOLVED mg/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6154 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,48429 RHENIUM DISSOLVED ug/L,48411 RHENIUM TOTAL RECOVERABLE ug/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103953 SILICON DISSOLVED mg/L,80045 SILICON TOTAL RECOVERABLE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,21SWE01182,CHU,BEA,06AC,1,AB06AC0670,"MARIE LAKE, COMPOSITE",54.612510,-110.286000,0,13,133,N,"GPS: 54.61028, -110.28426. Wind: 11 km/hr. Waves: 0.5 m. 2nd sampling tip on Marie Lake with Dean. Sampling done after a windy weekend. Clear water with no evidence of cyanobacterial blooms. Obberservations of more leeches this year. AIS mussle hauls taken at the profile, in front of the militart beach and in the south point. Sediment sample taken. Microcystin ID: M210081. Probe: 49593. Net: Tow",07/26/2021 14:40:00,,L1,180,,,,L0.015,,,,,,,,,220,,,,,,,,32,,30,,7.6,,L1,4.5,3.1,,,70,,,1,,,8.9,,130,,L1,,15,L0.06,,,,,,,12,L0.004,,,,,L0.1,,,,,,L0.003,L0.003,L0.0042,0.54,0.54,0,,,,8.29,,0.007,0.0037,,1.9,,,1.4,,,4.45,,,3.1,,,,,,5.5,,260,,,5.4,3.8,2.9,25,,,,,,,,,,170,23.55,1,,,,,,
ABS020,21SWE01449,CHU,BEA,06AC,1,AB06AC0670,"MARIE LAKE, COMPOSITE",54.612510,-110.286000,0,13,133,N,"GPS: 54.61028, -110.28426. Wind: 7 km/h N. Waves: 0.1 m. 3rd sampling event with Steve, Mark and Tricia. Very Calm morning. AIS hauls taken at the profile, military beach and the South point. Metal sample taken at 9:35 at 0.5 m (21SWE01453). Microcystin ID: M210082. Probe: 49593. Net: Tow",08/24/2021 09:45:00,,L1,140,,,,L0.015,,,,,,,,,170,,,,,,,,31,,29,,11,,L1,1.3,5.4,,,90,,,1,,,9.4,,120,,L1,,3.2,L0.06,,,,,,,10,L0.004,,,,,L0.1,,,,,,L0.003,L0.003,L0.0042,0.65,0.65,0,,,,7.27,,0.0046,L0.003,,1.6,,,L1,,,4.7,,,4,,,,,,5.1,,250,,,L1,2.8,2.6,12,,,,,,,,,,140,23.55,1,,,,,,
ABS020,21SWE01705,CHU,BEA,06AC,1,AB06AC0670,"MARIE LAKE, COMPOSITE",54.612510,-110.286000,0,13,133,N,"GPS: 54.6103, -110.2843. Wind: 4 km/h S. Waves: 0.2 m. 4th sampling trip with Dean and Pam. Calm water with loons around. Temp was consistent until 20 m. Microcystin ID: M210083. Probe: 49593. Net: Tow",09/21/2021 09:00:00,,L1,140,,,,0.025,,,,,,,,,170,,,,,,,,39,,31,,9.5,,L1,1.6,5.2,,,100,,,1,,,5.3,,160,,L1,,11,L0.06,,,,,,,14,L0.004,,,,,L0.1,,,,,,0.0099,0.0038,0.014,0.58,0.57,0,,,,8.14,,0.011,L0.003,,2.2,,,L1,,,2.65,,,5.9,,,,,,6.3,,260,,,L1,2.8,3.4,5,,,,,,,,,,150,23.7,1,,,,,,
ABS020,21SWE00829,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:40:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,,7.79,,,,,,,,478,,,,,,,,,,,,,,255.1,,,,,,,,14.89,,,,,,,,,,,,,,,,,
ABS020,21SWE00830,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:41:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,,7.81,,,,,,,,475,,,,,,,,,,,,,,255.4,,,,,,,,14.86,,,,,,,,,,,,,,,,,
ABS020,21SWE00831,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:42:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,7.81,,,,,,,,474,,,,,,,,,,,,,,255.5,,,,,,,,14.86,,,,,,,,,,,,,,,,,
ABS020,21SWE00832,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:43:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05,,7.81,,,,,,,,473,,,,,,,,,,,,,,255.9,,,,,,,,14.8,,,,,,,,,,,,,,,,,
ABS020,21SWE00833,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:44:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05,,7.81,,,,,,,,472,,,,,,,,,,,,,,255.5,,,,,,,,14.76,,,,,,,,,,,,,,,,,
ABS020,21SWE00834,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:45:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02,,7.81,,,,,,,,472,,,,,,,,,,,,,,255.9,,,,,,,,14.81,,,,,,,,,,,,,,,,,
ABS020,21SWE00835,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:46:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,,7.82,,,,,,,,471,,,,,,,,,,,,,,255.5,,,,,,,,14.76,,,,,,,,,,,,,,,,,
ABS020,21SWE00836,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:47:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02,,7.81,,,,,,,,471,,,,,,,,,,,,,,255.1,,,,,,,,14.73,,,,,,,,,,,,,,,,,
ABS020,21SWE00837,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:48:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02,,7.81,,,,,,,,470,,,,,,,,,,,,,,255.4,,,,,,,,14.69,,,,,,,,,,,,,,,,,
ABS020,21SWE00838,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:49:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99,,7.81,,,,,,,,470,,,,,,,,,,,,,,255.3,,,,,,,,14.66,,,,,,,,,,,,,,,,,
ABS020,21SWE00839,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:50:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,7.81,,,,,,,,470,,,,,,,,,,,,,,255.3,,,,,,,,14.6,,,,,,,,,,,,,,,,,
ABS020,21SWE00840,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:51:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02,,7.81,,,,,,,,469,,,,,,,,,,,,,,255.2,,,,,,,,14.51,,,,,,,,,,,,,,,,,
ABS020,21SWE00841,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:52:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99,,7.8,,,,,,,,469,,,,,,,,,,,,,,254.9,,,,,,,,14.42,,,,,,,,,,,,,,,,,
ABS020,21SWE00842,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:53:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,,7.79,,,,,,,,470,,,,,,,,,,,,,,254.8,,,,,,,,14.19,,,,,,,,,,,,,,,,,
ABS020,21SWE00843,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:54:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99,,7.78,,,,,,,,470,,,,,,,,,,,,,,254.7,,,,,,,,14.03,,,,,,,,,,,,,,,,,
ABS020,21SWE00844,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:55:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86,,7.73,,,,,,,,471,,,,,,,,,,,,,,255.2,,,,,,,,13.4,,,,,,,,,,,,,,,,,
ABS020,21SWE00845,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:56:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.63,,7.58,,,,,,,,474,,,,,,,,,,,,,,251.9,,,,,,,,12.42,,,,,,,,,,,,,,,,,
ABS020,21SWE00846,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:57:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54,,7.51,,,,,,,,477,,,,,,,,,,,,,,255.3,,,,,,,,10.8,,,,,,,,,,,,,,,,,
ABS020,21SWE00847,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:58:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.53,,7.48,,,,,,,,478,,,,,,,,,,,,,,255.8,,,,,,,,10.45,,,,,,,,,,,,,,,,,
ABS020,21SWE00848,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 09:59:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59,,7.44,,,,,,,,479,,,,,,,,,,,,,,256.4,,,,,,,,9.91,,,,,,,,,,,,,,,,,
ABS020,21SWE00849,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:00:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,,7.45,,,,,,,,479,,,,,,,,,,,,,,256.4,,,,,,,,9.86,,,,,,,,,,,,,,,,,
ABS020,21SWE00850,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:01:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55,,7.44,,,,,,,,479,,,,,,,,,,,,,,256.2,,,,,,,,9.84,,,,,,,,,,,,,,,,,
ABS020,21SWE00851,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:02:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55,,7.44,,,,,,,,480,,,,,,,,,,,,,,257.1,,,,,,,,9.8,,,,,,,,,,,,,,,,,
ABS020,21SWE00852,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:03:00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57,,7.36,,,,,,,,481,,,,,,,,,,,,,,256.9,,,,,,,,9.22,,,,,,,,,,,,,,,,,
ABS020,21SWE00853,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:04:00,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99,,7.33,,,,,,,,482,,,,,,,,,,,,,,257.2,,,,,,,,9.08,,,,,,,,,,,,,,,,,
ABS020,21SWE00854,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:05:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87,,7.29,,,,,,,,484,,,,,,,,,,,,,,257.1,,,,,,,,8.94,,,,,,,,,,,,,,,,,
ABS020,21SWE00855,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:06:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.81,,7.29,,,,,,,,484,,,,,,,,,,,,,,256.8,,,,,,,,8.9,,,,,,,,,,,,,,,,,
ABS020,21SWE00856,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:07:00,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,,7.33,,,,,,,,483,,,,,,,,,,,,,,256.9,,,,,,,,9.12,,,,,,,,,,,,,,,,,
ABS020,21SWE00857,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:08:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77,,7.27,,,,,,,,485,,,,,,,,,,,,,,256.8,,,,,,,,8.86,,,,,,,,,,,,,,,,,
ABS020,21SWE00858,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:09:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,,7.25,,,,,,,,485,,,,,,,,,,,,,,257,,,,,,,,8.73,,,,,,,,,,,,,,,,,
ABS020,21SWE00859,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:10:00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,,7.25,,,,,,,,486,,,,,,,,,,,,,,257,,,,,,,,8.69,,,,,,,,,,,,,,,,,
ABS020,21SWE00860,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:11:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,7.24,,,,,,,,486,,,,,,,,,,,,,,257.7,,,,,,,,8.67,,,,,,,,,,,,,,,,,
ABS020,21SWE00861,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:12:00,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.37,,7.17,,,,,,,,488,,,,,,,,,,,,,,257.5,,,,,,,,8.41,,,,,,,,,,,,,,,,,
ABS020,21SWE00862,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:13:00,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,,7.17,,,,,,,,488,,,,,,,,,,,,,,258,,,,,,,,8.3,,,,,,,,,,,,,,,,,
ABS020,21SWE00863,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:14:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,,7.08,,,,,,,,491,,,,,,,,,,,,,,257.4,,,,,,,,7.9,,,,,,,,,,,,,,,,,
ABS020,21SWE00864,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:15:00,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94,,7.06,,,,,,,,492,,,,,,,,,,,,,,258,,,,,,,,7.9,,,,,,,,,,,,,,,,,
ABS020,21SWE00865,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,06/15/2021 10:16:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,,7,,,,,,,,493,,,,,,,,,,,,,,258,,,,,,,,7.54,,,,,,,,,,,,,,,,,
ABS020,21SWE01183,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:32:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21,,8.04,,,,,,,,495,,,,,,,,,,,,,,257.5,,,,,,,,18.9,,,,,,,,,,,,,,,,,
ABS020,21SWE01184,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:33:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18,,8.03,,,,,,,,495,,,,,,,,,,,,,,257.5,,,,,,,,18.91,,,,,,,,,,,,,,,,,
ABS020,21SWE01185,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:34:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,,8.03,,,,,,,,494,,,,,,,,,,,,,,257.1,,,,,,,,18.81,,,,,,,,,,,,,,,,,
ABS020,21SWE01186,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:35:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,,8.02,,,,,,,,493,,,,,,,,,,,,,,256.7,,,,,,,,18.68,,,,,,,,,,,,,,,,,
ABS020,21SWE01187,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:36:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.27,,8.02,,,,,,,,492,,,,,,,,,,,,,,256.8,,,,,,,,18.26,,,,,,,,,,,,,,,,,
ABS020,21SWE01188,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/26/2021 13:37:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21,,8.02,,,,,,,,492,,,,,,,,,,,,,,256.4,,,,,,,,18.2,,,,,,,,,,,,,,,,,
