ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,106263 ICE COVER %,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,2000 OXYGEN DISSOLVED (FIELD QC) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,106264 SNOW COVER ON ICE %,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,19SWE03685,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:18:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77,,,8.55,,,,,,,167,,,,,,,,,,,254,,,,,,,,16.54,,,,,,,,,,,,,,,,,
ABS020,19SWE03686,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:19:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77,,,8.54,,,,,,,167,,,,,,,,,,,254,,,,,,,,16.54,,,,,,,,,,,,,,,,,
ABS020,19SWE03687,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:20:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78,,,8.55,,,,,,,167,,,,,,,,,,,254,,,,,,,,16.52,,,,,,,,,,,,,,,,,
ABS020,19SWE03688,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:21:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,,,8.55,,,,,,,167,,,,,,,,,,,254,,,,,,,,16.4,,,,,,,,,,,,,,,,,
ABS020,19SWE03689,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:22:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64,,,8.53,,,,,,,169,,,,,,,,,,,254,,,,,,,,15.92,,,,,,,,,,,,,,,,,
ABS020,19SWE03690,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:23:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,8.5,,,,,,,170,,,,,,,,,,,254,,,,,,,,14.72,,,,,,,,,,,,,,,,,
ABS020,19SWE03691,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:24:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.46,,,8.47,,,,,,,172,,,,,,,,,,,254,,,,,,,,14.14,,,,,,,,,,,,,,,,,
ABS020,19SWE03692,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:25:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11,,,8.4,,,,,,,174,,,,,,,,,,,254,,,,,,,,13.28,,,,,,,,,,,,,,,,,
ABS020,19SWE03693,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:26:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,,,8.35,,,,,,,176,,,,,,,,,,,255,,,,,,,,12.84,,,,,,,,,,,,,,,,,
ABS020,19SWE03694,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:27:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82,,,8.31,,,,,,,178,,,,,,,,,,,254,,,,,,,,12.48,,,,,,,,,,,,,,,,,
ABS020,19SWE03695,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:28:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,,,8.19,,,,,,,183,,,,,,,,,,,255,,,,,,,,11.35,,,,,,,,,,,,,,,,,
ABS020,19SWE03696,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:29:00,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,,,8.15,,,,,,,184,,,,,,,,,,,256,,,,,,,,10.99,,,,,,,,,,,,,,,,,
ABS020,19SWE03697,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:30:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78,,,8.1,,,,,,,186,,,,,,,,,,,255,,,,,,,,10.61,,,,,,,,,,,,,,,,,
ABS020,19SWE03698,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:31:00,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,8.07,,,,,,,187,,,,,,,,,,,256,,,,,,,,10.36,,,,,,,,,,,,,,,,,
ABS020,19SWE03699,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:32:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79,,,8.05,,,,,,,187,,,,,,,,,,,255,,,,,,,,10.02,,,,,,,,,,,,,,,,,
ABS020,19SWE03700,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:33:00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54,,,8.02,,,,,,,188,,,,,,,,,,,256,,,,,,,,9.63,,,,,,,,,,,,,,,,,
ABS020,19SWE03701,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:34:00,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,,7.98,,,,,,,190,,,,,,,,,,,255,,,,,,,,9.21,,,,,,,,,,,,,,,,,
ABS020,19SWE03702,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:35:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,,,7.96,,,,,,,190,,,,,,,,,,,256,,,,,,,,9.01,,,,,,,,,,,,,,,,,
ABS020,19SWE03703,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:36:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73,,,7.93,,,,,,,192,,,,,,,,,,,256,,,,,,,,8.77,,,,,,,,,,,,,,,,,
ABS020,19SWE03704,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:37:00,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,,,7.9,,,,,,,192,,,,,,,,,,,256,,,,,,,,8.61,,,,,,,,,,,,,,,,,
ABS020,19SWE03705,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:38:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43,,,7.87,,,,,,,193,,,,,,,,,,,256,,,,,,,,8.44,,,,,,,,,,,,,,,,,
ABS020,19SWE03706,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:39:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26,,,7.84,,,,,,,193,,,,,,,,,,,256,,,,,,,,8.36,,,,,,,,,,,,,,,,,
ABS020,19SWE03707,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:40:00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,,,7.78,,,,,,,194,,,,,,,,,,,256,,,,,,,,8.15,,,,,,,,,,,,,,,,,
ABS020,19SWE03708,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:41:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,,,7.76,,,,,,,194,,,,,,,,,,,256,,,,,,,,8.11,,,,,,,,,,,,,,,,,
ABS020,19SWE03709,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:42:00,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46,,,7.75,,,,,,,194,,,,,,,,,,,256,,,,,,,,8.07,,,,,,,,,,,,,,,,,
ABS020,19SWE03710,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:43:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,,,7.74,,,,,,,194,,,,,,,,,,,256,,,,,,,,8.06,,,,,,,,,,,,,,,,,
ABS020,19SWE03711,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:44:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,,,7.71,,,,,,,194,,,,,,,,,,,256,,,,,,,,8.04,,,,,,,,,,,,,,,,,
ABS020,19SWE03712,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:45:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,,,7.7,,,,,,,194,,,,,,,,,,,257,,,,,,,,8.02,,,,,,,,,,,,,,,,,
ABS020,19SWE03713,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:46:00,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,,,7.69,,,,,,,193,,,,,,,,,,,257,,,,,,,,8.01,,,,,,,,,,,,,,,,,
ABS020,19SWE03714,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,07/12/2019 09:47:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,7.49,,,,,,,-14,,,,,,,,,,,270,,,,,,,,7.93,,,,,,,,,,,,,,,,,
ABS020,19SWE03904,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:45:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,8.18,,,,,,,19,,,,,,,,,,,251,,,,,,,,18.45,,,,,,,,,,,,,,,,,
ABS020,19SWE03906,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:47:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,,,8.22,,,,,,,21,,,,,,,,,,,251,,,,,,,,18.45,,,,,,,,,,,,,,,,,
ABS020,19SWE03907,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:48:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16,,,8.23,,,,,,,22,,,,,,,,,,,251,,,,,,,,18.45,,,,,,,,,,,,,,,,,
ABS020,19SWE03908,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:49:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14,,,8.22,,,,,,,22,,,,,,,,,,,251,,,,,,,,18.45,,,,,,,,,,,,,,,,,
ABS020,19SWE03909,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:50:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17,,,8.22,,,,,,,21,,,,,,,,,,,251,,,,,,,,18.44,,,,,,,,,,,,,,,,,
ABS020,19SWE03910,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:51:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,,,8.23,,,,,,,22,,,,,,,,,,,251,,,,,,,,18.45,,,,,,,,,,,,,,,,,
ABS020,19SWE03911,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:52:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,,,8.23,,,,,,,22,,,,,,,,,,,251,,,,,,,,18.43,,,,,,,,,,,,,,,,,
ABS020,19SWE03912,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:53:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,,8.23,,,,,,,21,,,,,,,,,,,251,,,,,,,,18.43,,,,,,,,,,,,,,,,,
ABS020,19SWE03913,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:54:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,,,8.23,,,,,,,21,,,,,,,,,,,251,,,,,,,,18.43,,,,,,,,,,,,,,,,,
ABS020,19SWE03914,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:55:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11,,,8.22,,,,,,,21,,,,,,,,,,,251,,,,,,,,18.42,,,,,,,,,,,,,,,,,
ABS020,19SWE03915,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:56:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,8.22,,,,,,,21,,,,,,,,,,,251,,,,,,,,18.41,,,,,,,,,,,,,,,,,
ABS020,19SWE03916,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:57:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11,,,8.22,,,,,,,20,,,,,,,,,,,251,,,,,,,,18.41,,,,,,,,,,,,,,,,,
ABS020,19SWE03917,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:58:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,8.22,,,,,,,19,,,,,,,,,,,251,,,,,,,,18.39,,,,,,,,,,,,,,,,,
ABS020,19SWE03918,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 08:59:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.09,,,8.22,,,,,,,19,,,,,,,,,,,251,,,,,,,,18.39,,,,,,,,,,,,,,,,,
ABS020,19SWE03919,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 09:00:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.06,,,8.22,,,,,,,19,,,,,,,,,,,251,,,,,,,,18.38,,,,,,,,,,,,,,,,,
ABS020,19SWE03920,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 09:01:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,8.22,,,,,,,18,,,,,,,,,,,251,,,,,,,,18.37,,,,,,,,,,,,,,,,,
ABS020,19SWE03921,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 09:02:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,,,8.21,,,,,,,18,,,,,,,,,,,251,,,,,,,,18.35,,,,,,,,,,,,,,,,,
ABS020,19SWE03922,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 09:03:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04,,,8.21,,,,,,,17,,,,,,,,,,,251,,,,,,,,18.35,,,,,,,,,,,,,,,,,
ABS020,19SWE03923,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 09:04:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02,,,8.2,,,,,,,18,,,,,,,,,,,251,,,,,,,,18.29,,,,,,,,,,,,,,,,,
ABS020,19SWE03924,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 09:05:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26,,,8.04,,,,,,,23,,,,,,,,,,,252,,,,,,,,17.56,,,,,,,,,,,,,,,,,
ABS020,19SWE03925,CHU,BEA,06AC,1,AB06AC0680,"MARIE LAKE, PROFILE",54.612510,-110.286000,0,1,122,N,,08/13/2019 09:06:00,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56,,,7.74,,,,,,,37,,,,,,,,,,,256,,,,,,,,13.97,,,,,,,,,,,,,,,,,
