ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,106263 ICE COVER %,"106266 ICE THICKNESS, ESTIMATE m",60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,2000 OXYGEN DISSOLVED (FIELD QC) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,106264 SNOW COVER ON ICE %,"106267 SNOW DEPTH ON ICE, ESTIMATE m",11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,19SWE03624,SAS,NSA,05EB,1,AB05EB1040,"HALF MOON LAKE, COMPOSITE",53.460830,-113.090800,0,13,133,N,"GPS: 53.46084. -113.09038. Wind Speed: 6 kmh. Wind Dir: E. Waves: 0.01 m. Tow Net. Microcystin ID M190208. Probe 60451. Very calm day. Water very clear at Richard's Dock. Brad and Jenny Pham aided in sampling today. Lots of zooplankton ; pigmented (red) and lots of ephippia. Red grebe, blue heron spotted. People water skiing. AIS mussel samples collected along deep plateau; no public access, but a lot of residents have power boats. milfoil collected from western point.",07/05/2019 08:45:00,,L1,180,,,0.46,,,,,,,,,220,,,,,,,,22,,,23,L1,25,,,2.7,,,30,,,1,,,6.5,,120,,L1,,,3.9,L0.06,,,,,,,16,0.039,,,,,0.53,,,,,,0.011,0.0031,0.014,2.4,2.3,0,,,,,8.22,0.067,0.037,,18,,,L1,3.25,,,0.42,,,,,41,,440,,,1.5,4.3,4.7,15,,,,,,,,,,230,8,1,,,,,,
ABS020,19SWE03882,SAS,NSA,05EB,1,AB05EB1040,"HALF MOON LAKE, COMPOSITE",53.460830,-113.090800,0,13,133,N,"GPS: 53.46084. -113.09038. Wind Speed: 11kmh. Wind Dir: NW. Waves: 0.03 m. Tow Net. Very cold and windy day. Two anchors used to hold in plaec at the profile and mussel veliger sampling sites. Algal bloom at the lake. ph profile interesting. QZ sample collected, and mussel samples for AIS also collected. Richard said that levels were so high that the outlet stream mightstart to run Grebes spotted again. Microcystin ID M190209. Probe 62841 QC Normandeau Lake 19SWE03883",08/09/2019 09:20:00,,3.2,190,,,0.18,,,,,,,,,220,,,,,,,,25,,,19,3.8,29,,,39.1,,,100,,,2,,,3.4,,130,,L1,,,1.8,L0.06,,,,,,,17,0.0052,,,,,5.32,,,,,,0.037,0.018,0.054,2.5,2.5,0,,,,,8.51,0.06,0.015,,19,,,6,1.7,,,0.93,,,,,39,,430,,,1,4.6,4.8,12,,,,,,,,,,240,8.43,2,,,,,,
ABS020,19SWE04111,SAS,NSA,05EB,1,AB05EB1040,"HALF MOON LAKE, COMPOSITE",53.460830,-113.090800,0,13,133,N,"GPS: 53.46884. -113.09038. Wind Speed: 5 kmh. Wind Dir: E. Waves: 0.03 m. Calm and fully overcast day. Yesterday was very windy, and last two days were very sunny. suspended algal colonies very dense, but no surface scum or surface layer of algae. Redox values may be off - will re-calibrate probe. Richard wants half moon to be sampled next year. Tow net Microcystin ID M190210. Tow Net. Probe 62891. Redox not available due to malfunctioning equipment.",09/06/2019 09:15:00,,5.1,190,,,0.043,,,,,,,,,220,,,,,,,,25,,,20,6.1,27,,,73.7,,,100,,,2,,,1.6,,130,,L1,,,0.68,L0.06,,,,,,,16,0.0062,,,,,12.9,,,,,,0.022,0.0091,0.031,2.5,2.5,0,,,,,8.57,0.1,0.0086,,16,,,14,0.8,,,0.088,,,,,37,,440,,,2.2,4.6,4.6,13,,,,,,,,,,240,8.47,3,,,,,,
ABS020,19SWE03348,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:47:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85,,,8.6,,,,,,,146,,,,,,,,,,,421,,,,,,,,14.76,,,,,,,,,,,,,,,,,
ABS020,19SWE03349,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:48:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92,,,8.62,,,,,,,141,,,,,,,,,,,420,,,,,,,,14.69,,,,,,,,,,,,,,,,,
ABS020,19SWE03350,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:49:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77,,,8.62,,,,,,,139,,,,,,,,,,,420,,,,,,,,14.62,,,,,,,,,,,,,,,,,
ABS020,19SWE03351,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:50:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,,,8.6,,,,,,,139,,,,,,,,,,,420,,,,,,,,14.41,,,,,,,,,,,,,,,,,
ABS020,19SWE03352,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:51:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19,,,8.58,,,,,,,139,,,,,,,,,,,420,,,,,,,,14.38,,,,,,,,,,,,,,,,,
ABS020,19SWE03353,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:52:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12,,,8.57,,,,,,,139,,,,,,,,,,,420,,,,,,,,14.34,,,,,,,,,,,,,,,,,
ABS020,19SWE03354,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:53:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59,,,8.54,,,,,,,139,,,,,,,,,,,421,,,,,,,,14.26,,,,,,,,,,,,,,,,,
ABS020,19SWE03355,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:54:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,,,8.51,,,,,,,140,,,,,,,,,,,421,,,,,,,,14.14,,,,,,,,,,,,,,,,,
ABS020,19SWE03356,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:55:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,,,8.41,,,,,,,156,,,,,,,,,,,428,,,,,,,,13.6,,,,,,,,,,,,,,,,,
ABS020,19SWE03357,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:56:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,8.07,,,,,,,159,,,,,,,,,,,433,,,,,,,,13.29,,,,,,,,,,,,,,,,,
ABS020,19SWE03358,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:57:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,7.97,,,,,,,142,,,,,,,,,,,437,,,,,,,,13.07,,,,,,,,,,,,,,,,,
ABS020,19SWE03359,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:58:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.87,,,,,,,-214,,,,,,,,,,,448,,,,,,,,12.43,,,,,,,,,,,,,,,,,
ABS020,19SWE03360,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 08:59:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.7,,,,,,,-258,,,,,,,,,,,457,,,,,,,,11.72,,,,,,,,,,,,,,,,,
ABS020,19SWE03361,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 09:00:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.61,,,,,,,-264,,,,,,,,,,,461,,,,,,,,11.42,,,,,,,,,,,,,,,,,
ABS020,19SWE03362,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 09:01:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.52,,,,,,,-263,,,,,,,,,,,470,,,,,,,,11.13,,,,,,,,,,,,,,,,,
ABS020,19SWE03363,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 09:02:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.43,,,,,,,-262,,,,,,,,,,,476,,,,,,,,10.89,,,,,,,,,,,,,,,,,
ABS020,19SWE03364,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,06/10/2019 09:03:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.37,,,,,,,-262,,,,,,,,,,,481,,,,,,,,10.78,,,,,,,,,,,,,,,,,
ABS020,19SWE03625,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:20:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,,,7.8,,,,,,,180,,,,,,,,,,,432,,,,,,,,17.46,,,,,,,,,,,,,,,,,
ABS020,19SWE03626,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:21:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,7.77,,,,,,,177,,,,,,,,,,,432,,,,,,,,17.45,,,,,,,,,,,,,,,,,
ABS020,19SWE03627,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:22:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,,,7.75,,,,,,,173,,,,,,,,,,,432,,,,,,,,17.44,,,,,,,,,,,,,,,,,
ABS020,19SWE03628,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:23:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,,,7.76,,,,,,,171,,,,,,,,,,,432,,,,,,,,17.44,,,,,,,,,,,,,,,,,
ABS020,19SWE03629,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:24:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,7.76,,,,,,,169,,,,,,,,,,,432,,,,,,,,17.45,,,,,,,,,,,,,,,,,
ABS020,19SWE03630,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:25:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,,,7.76,,,,,,,168,,,,,,,,,,,432,,,,,,,,17.41,,,,,,,,,,,,,,,,,
ABS020,19SWE03631,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:26:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,,,7.76,,,,,,,169,,,,,,,,,,,432,,,,,,,,17.41,,,,,,,,,,,,,,,,,
ABS020,19SWE03632,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:27:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,,,7.73,,,,,,,170,,,,,,,,,,,431,,,,,,,,17.24,,,,,,,,,,,,,,,,,
ABS020,19SWE03633,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:28:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,7.67,,,,,,,174,,,,,,,,,,,433,,,,,,,,16.86,,,,,,,,,,,,,,,,,
ABS020,19SWE03634,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:29:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,7.59,,,,,,,176,,,,,,,,,,,436,,,,,,,,16.57,,,,,,,,,,,,,,,,,
ABS020,19SWE03635,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:30:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,7.54,,,,,,,174,,,,,,,,,,,437,,,,,,,,16.09,,,,,,,,,,,,,,,,,
ABS020,19SWE03636,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:31:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.49,,,,,,,-77,,,,,,,,,,,447,,,,,,,,15.12,,,,,,,,,,,,,,,,,
ABS020,19SWE03637,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:32:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.39,,,,,,,-192,,,,,,,,,,,458,,,,,,,,13.88,,,,,,,,,,,,,,,,,
ABS020,19SWE03638,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:33:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.27,,,,,,,-201,,,,,,,,,,,474,,,,,,,,12.67,,,,,,,,,,,,,,,,,
ABS020,19SWE03639,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:34:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.18,,,,,,,-204,,,,,,,,,,,484,,,,,,,,11.78,,,,,,,,,,,,,,,,,
ABS020,19SWE03640,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/05/2019 08:35:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.13,,,,,,,-204,,,,,,,,,,,491,,,,,,,,11.41,,,,,,,,,,,,,,,,,
ABS020,19SWE03884,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/09/2019 08:25:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,,,8.19,,,,,,,30,,,,,,,,,,,430,,,,,,,,20.97,,,,,,,,,,,,,,,,,
ABS020,19SWE03885,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/09/2019 08:26:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,,8.17,,,,,,,30,,,,,,,,,,,430,,,,,,,,20.98,,,,,,,,,,,,,,,,,
ABS020,19SWE03886,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/09/2019 08:27:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,,,8.16,,,,,,,30,,,,,,,,,,,430,,,,,,,,21.01,,,,,,,,,,,,,,,,,
ABS020,19SWE03887,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/09/2019 08:28:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,8.16,,,,,,,26,,,,,,,,,,,430,,,,,,,,21.01,,,,,,,,,,,,,,,,,
ABS020,19SWE03888,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/09/2019 08:29:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,,8.16,,,,,,,25,,,,,,,,,,,430,,,,,,,,21.01,,,,,,,,,,,,,,,,,
ABS020,19SWE03889,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/09/2019 08:30:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37,,,8.15,,,,,,,21,,,,,,,,,,,430,,,,,,,,21.01,,,,,,,,,,,,,,,,,
ABS020,19SWE03890,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/09/2019 08:31:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,,8.15,,,,,,,19,,,,,,,,,,,430,,,,,,,,21,,,,,,,,,,,,,,,,,
ABS020,19SWE03891,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/09/2019 08:32:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.29,,,8.15,,,,,,,17,,,,,,,,,,,430,,,,,,,,20.99,,,,,,,,,,,,,,,,,
ABS020,19SWE03892,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/09/2019 08:33:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82,,,8.09,,,,,,,18,,,,,,,,,,,431,,,,,,,,20.98,,,,,,,,,,,,,,,,,
