ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,22213 COLOUR TRUE CU,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,9105 FLUORIDE DISSOLVED mg/L,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2004 RESIDUE FILTERABLE mg/L,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,2002 TURBIDITY NTU,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS020,20SWE05621,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 08:53:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78,,8.58,,,,,,,,316,,,,,,,,,,440,,,,,,,,19.51,,,,,,,,,,,,,,,,,,
ABS020,20SWE05622,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 08:54:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,,8.56,,,,,,,,316,,,,,,,,,,440,,,,,,,,19.46,,,,,,,,,,,,,,,,,,
ABS020,20SWE05623,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 08:55:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25,,8.51,,,,,,,,316,,,,,,,,,,441,,,,,,,,19.36,,,,,,,,,,,,,,,,,,
ABS020,20SWE05624,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 08:56:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89,,8.27,,,,,,,,324,,,,,,,,,,445,,,,,,,,18.83,,,,,,,,,,,,,,,,,,
ABS020,20SWE05625,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 08:57:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,7.83,,,,,,,,339,,,,,,,,,,449,,,,,,,,18,,,,,,,,,,,,,,,,,,
ABS020,20SWE05626,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 08:58:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,7.63,,,,,,,,346,,,,,,,,,,454,,,,,,,,17.4,,,,,,,,,,,,,,,,,,
ABS020,20SWE05627,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 08:59:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,7.51,,,,,,,,287,,,,,,,,,,458,,,,,,,,16.55,,,,,,,,,,,,,,,,,,
ABS020,20SWE05628,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 09:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,7.45,,,,,,,,195,,,,,,,,,,461,,,,,,,,15.45,,,,,,,,,,,,,,,,,,
ABS020,20SWE05629,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 09:01:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,7.32,,,,,,,,69,,,,,,,,,,466,,,,,,,,14.65,,,,,,,,,,,,,,,,,,
ABS020,20SWE05630,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 09:02:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,7.23,,,,,,,,45,,,,,,,,,,471,,,,,,,,14.28,,,,,,,,,,,,,,,,,,
ABS020,20SWE05631,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 09:03:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,7.14,,,,,,,,36,,,,,,,,,,478,,,,,,,,13.92,,,,,,,,,,,,,,,,,,
ABS020,20SWE05632,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,07/06/2020 09:04:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,7.04,,,,,,,,28,,,,,,,,,,483,,,,,,,,13.58,,,,,,,,,,,,,,,,,,
ABS020,20SWE05950,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 08:55:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,,8.51,,,,,,,,376,,,,,,,,,,443,,,,,,,,22.32,,,,,,,,,,,,,,,,,,
ABS020,20SWE05951,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 08:56:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07,,8.53,,,,,,,,372,,,,,,,,,,443,,,,,,,,22.34,,,,,,,,,,,,,,,,,,
ABS020,20SWE05952,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 08:57:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,8.54,,,,,,,,370,,,,,,,,,,443,,,,,,,,22.34,,,,,,,,,,,,,,,,,,
ABS020,20SWE05953,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 08:58:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08,,8.54,,,,,,,,368,,,,,,,,,,443,,,,,,,,22.35,,,,,,,,,,,,,,,,,,
ABS020,20SWE05954,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 08:59:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,,8.55,,,,,,,,367,,,,,,,,,,443,,,,,,,,22.34,,,,,,,,,,,,,,,,,,
ABS020,20SWE05955,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:00:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92,,8.54,,,,,,,,366,,,,,,,,,,443,,,,,,,,22.3,,,,,,,,,,,,,,,,,,
ABS020,20SWE05956,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:01:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83,,8.52,,,,,,,,365,,,,,,,,,,443,,,,,,,,22.27,,,,,,,,,,,,,,,,,,
ABS020,20SWE05957,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:02:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52,,8.5,,,,,,,,365,,,,,,,,,,443,,,,,,,,22.18,,,,,,,,,,,,,,,,,,
ABS020,20SWE05958,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:03:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,8.42,,,,,,,,367,,,,,,,,,,444,,,,,,,,22.09,,,,,,,,,,,,,,,,,,
ABS020,20SWE05959,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:04:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,,8.07,,,,,,,,375,,,,,,,,,,446,,,,,,,,21.64,,,,,,,,,,,,,,,,,,
ABS020,20SWE05960,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:05:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,7.64,,,,,,,,384,,,,,,,,,,448,,,,,,,,20.78,,,,,,,,,,,,,,,,,,
ABS020,20SWE05961,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:06:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,7.39,,,,,,,,134,,,,,,,,,,448,,,,,,,,19.37,,,,,,,,,,,,,,,,,,
ABS020,20SWE05962,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:07:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,7.29,,,,,,,,86,,,,,,,,,,456,,,,,,,,18.15,,,,,,,,,,,,,,,,,,
ABS020,20SWE05963,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:08:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,7.11,,,,,,,,59,,,,,,,,,,466,,,,,,,,17.23,,,,,,,,,,,,,,,,,,
ABS020,20SWE05964,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:09:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,6.99,,,,,,,,51,,,,,,,,,,476,,,,,,,,16.68,,,,,,,,,,,,,,,,,,
ABS020,20SWE05965,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:10:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,6.91,,,,,,,,47,,,,,,,,,,483,,,,,,,,16.24,,,,,,,,,,,,,,,,,,
ABS020,20SWE05966,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:11:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,6.84,,,,,,,,45,,,,,,,,,,489,,,,,,,,15.96,,,,,,,,,,,,,,,,,,
ABS020,20SWE05967,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,08/04/2020 09:12:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,6.49,,,,,,,,54,,,,,,,,,,494,,,,,,,,15.71,,,,,,,,,,,,,,,,,,
ABS020,20SWE06274,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:30:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,,7.89,,,,,,,,380,,,,,,,,,,451,,,,,,,,16.43,,,,,,,,,,,,,,,,,,
ABS020,20SWE06275,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:31:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44,,7.91,,,,,,,,378,,,,,,,,,,451,,,,,,,,16.43,,,,,,,,,,,,,,,,,,
ABS020,20SWE06276,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:32:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.43,,7.91,,,,,,,,376,,,,,,,,,,451,,,,,,,,16.45,,,,,,,,,,,,,,,,,,
ABS020,20SWE06277,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:33:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,,7.91,,,,,,,,375,,,,,,,,,,451,,,,,,,,16.45,,,,,,,,,,,,,,,,,,
ABS020,20SWE06278,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:34:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26,,7.9,,,,,,,,374,,,,,,,,,,451,,,,,,,,16.44,,,,,,,,,,,,,,,,,,
ABS020,20SWE06279,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:35:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01,,7.88,,,,,,,,374,,,,,,,,,,451,,,,,,,,16.41,,,,,,,,,,,,,,,,,,
ABS020,20SWE06280,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:36:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97,,7.88,,,,,,,,373,,,,,,,,,,451,,,,,,,,16.41,,,,,,,,,,,,,,,,,,
ABS020,20SWE06281,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:37:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94,,7.87,,,,,,,,372,,,,,,,,,,451,,,,,,,,16.4,,,,,,,,,,,,,,,,,,
ABS020,20SWE06282,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:38:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93,,7.87,,,,,,,,372,,,,,,,,,,451,,,,,,,,16.4,,,,,,,,,,,,,,,,,,
ABS020,20SWE06283,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:39:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92,,7.87,,,,,,,,371,,,,,,,,,,451,,,,,,,,16.39,,,,,,,,,,,,,,,,,,
ABS020,20SWE06284,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:40:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,,7.87,,,,,,,,371,,,,,,,,,,451,,,,,,,,16.39,,,,,,,,,,,,,,,,,,
ABS020,20SWE06285,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:41:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,7.86,,,,,,,,371,,,,,,,,,,451,,,,,,,,16.38,,,,,,,,,,,,,,,,,,
ABS020,20SWE06286,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:42:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77,,7.85,,,,,,,,371,,,,,,,,,,451,,,,,,,,16.38,,,,,,,,,,,,,,,,,,
ABS020,20SWE06287,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:43:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74,,7.85,,,,,,,,370,,,,,,,,,,451,,,,,,,,16.37,,,,,,,,,,,,,,,,,,
ABS020,20SWE06288,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:44:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79,,7.86,,,,,,,,370,,,,,,,,,,451,,,,,,,,16.35,,,,,,,,,,,,,,,,,,
ABS020,20SWE06289,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:45:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,,7.84,,,,,,,,370,,,,,,,,,,451,,,,,,,,16.33,,,,,,,,,,,,,,,,,,
ABS020,20SWE06290,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:46:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,7.83,,,,,,,,370,,,,,,,,,,452,,,,,,,,16.33,,,,,,,,,,,,,,,,,,
ABS020,20SWE06291,SAS,NSA,05EB,1,AB05EB1030,"HALF MOON LAKE, PROFILE AT CENTRE",53.460830,-113.090800,0,1,122,N,,09/03/2020 08:47:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,7.83,,,,,,,,370,,,,,,,,,,451,,,,,,,,16.33,,,,,,,,,,,,,,,,,,
