ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,97251 DEPTH OF SAMPLING FROM SURFACE m,1593 ALKALINITY PHENOLPHTHALEIN CACO3 mg/L,1592 ALKALINITY TOTAL CACO3 mg/L,103927 ALUMINUM DISSOLVED ug/L,103999 ALUMINUM TOTAL RECOVERABLE ug/L,2007 AMMONIA TOTAL mg/L,103951 ANTIMONY DISSOLVED ug/L,80043 ANTIMONY TOTAL RECOVERABLE ug/L,103928 ARSENIC DISSOLVED ug/L,80020 ARSENIC TOTAL RECOVERABLE ug/L,103930 BARIUM DISSOLVED ug/L,80022 BARIUM TOTAL RECOVERABLE ug/L,103931 BERYLLIUM DISSOLVED ug/L,80023 BERYLLIUM TOTAL RECOVERABLE ug/L,1594 BICARBONATE (CALCD.) mg/L,103932 BISMUTH DISSOLVED ug/L,80024 BISMUTH TOTAL RECOVERABLE ug/L,103929 BORON DISSOLVED ug/L,80021 BORON TOTAL RECOVERABLE ug/L,103934 CADMIUM DISSOLVED ug/L,80026 CADMIUM TOTAL RECOVERABLE ug/L,103933 CALCIUM DISSOLVED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,104311 CARBON DISSOLVED INORGANIC (DIC) mg/L,6152 CARBON DISSOLVED INORGANIC (DIC) mg/L,6107 CARBON DISSOLVED ORGANIC mg/L,22214 CARBON TOTAL ORGANIC (TOC) mg/L,1595 CARBONATE (CALCD.) mg/L,2003 CHLORIDE DISSOLVED mg/L,103935 CHLORINE DISSOLVED mg/L,80027 CHLORINE TOTAL RECOVERABLE mg/L,99212 CHLOROPHYLL A mg/m3,103937 CHROMIUM DISSOLVED ug/L,80029 CHROMIUM TOTAL RECOVERABLE ug/L,97320 CLOUD COVER %,103936 COBALT DISSOLVED ug/L,80028 COBALT TOTAL RECOVERABLE ug/L,106257 COLOUR (VISUAL) AT SITE N/A,22213 COLOUR TRUE CU,103938 COPPER DISSOLVED ug/L,80030 COPPER TOTAL RECOVERABLE ug/L,107206 EUPHOTIC DEPTH m,9105 FLUORIDE DISSOLVED mg/L,106258 FOAM (VISUAL) AT SITE N/A,10602 HARDNESS TOTAL CACO3 (CALCD.) mg/L,5155 HYDROGEN-2 (DEUTERIUM) IN WATER o/oo VSMOW,1596 HYDROXIDE (CALCD.) mg/L,60209 IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.) %,102090 IRON DISSOLVED mg/L,103939 IRON DISSOLVED ug/L,80031 IRON TOTAL RECOVERABLE ug/L,103949 LEAD DISSOLVED ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,103942 LITHIUM DISSOLVED ug/L,80034 LITHIUM TOTAL RECOVERABLE ug/L,12111 MAGNESIUM DISSOLVED/FILTERED mg/L,102089 MANGANESE DISSOLVED mg/L,103944 MANGANESE DISSOLVED ug/L,80036 MANGANESE TOTAL RECOVERABLE ug/L,109749 MERCURY DISSOLVED ng/L,109748 MERCURY TOTAL ng/L,107108 MICROCYSTIN TOTAL ug/L,103945 MOLYBDENUM DISSOLVED ug/L,80037 MOLYBDENUM TOTAL RECOVERABLE ug/L,103947 NICKEL DISSOLVED ug/L,80039 NICKEL TOTAL RECOVERABLE ug/L,2008 NITROGEN DISSOLVED KJELDAHL (DKN) mg/L,102647 NITROGEN NITRATE mg/L,102648 NITROGEN NITRITE mg/L,102649 NITROGEN NO3 & NO2 mg/L,7602 NITROGEN TOTAL (CALCD.) mg/L,2009 NITROGEN TOTAL KJELDAHL (TKN) mg/L,106260 ODOUR APPARENT IN SAMPLE N/A,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,5154 OXYGEN-18 IN WATER o/oo VSMOW,100923 PH (FIELD) pH units,10301 PH (LAB) pH units,2014 PHOSPHATE DISSOLVED ORTHO mg/L,2013 PHOSPHORUS TOTAL (P) mg/L,2010 PHOSPHORUS TOTAL DISSOLVED mg/L,101163 PHOTOSYNTHETICALLY ACTIVE RADIATION umol/s/m2,19111 POTASSIUM DISSOLVED/FILTERED mg/L,900038 REASON FOR MISSING SAMPLE N/A,2031 REDOX POTENTIAL mV,2004 RESIDUE FILTERABLE mg/L,2005 RESIDUE NONFILTERABLE mg/L,2078 SECCHI DISK TRANSPARENCY m,103952 SELENIUM DISSOLVED ug/L,80044 SELENIUM TOTAL RECOVERABLE ug/L,14106 SILICA REACTIVE mg/L,103926 SILVER DISSOLVED ug/L,103998 SILVER TOTAL RECOVERABLE ug/L,11111 SODIUM DISSOLVED/FILTERED mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,2041 SPECIFIC CONDUCTANCE (LAB) uS/cm,103955 STRONTIUM DISSOLVED ug/L,80047 STRONTIUM TOTAL RECOVERABLE ug/L,1599 SULPHATE DISSOLVED mg/L,125 SUM OF ANIONS meq/L,120 SUM OF CATIONS meq/L,97060 TEMPERATURE AIR deg C,100925 TEMPERATURE WATER deg C,103958 THALLIUM DISSOLVED ug/L,80053 THALLIUM TOTAL RECOVERABLE ug/L,103956 THORIUM DISSOLVED ug/L,80048 THORIUM TOTAL RECOVERABLE ug/L,103954 TIN DISSOLVED ug/L,80046 TIN TOTAL RECOVERABLE ug/L,103957 TITANIUM DISSOLVED ug/L,80049 TITANIUM TOTAL RECOVERABLE ug/L,201 TOTAL DISSOLVED SOLIDS (CALCD.) mg/L,97001 TOTAL WATER DEPTH m,2002 TURBIDITY NTU,106259 TURBIDITY (VISUAL) AT SITE N/A,103959 URANIUM DISSOLVED ug/L,80054 URANIUM TOTAL RECOVERABLE ug/L,103960 VANADIUM DISSOLVED ug/L,80055 VANADIUM TOTAL RECOVERABLE ug/L,103961 ZINC DISSOLVED ug/L,80056 ZINC TOTAL RECOVERABLE ug/L
ABS019,20SWE03481,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:01:00,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84,,7.63,,,,,,,,362,,,,,,,,,,255,,,,,,,,7.2,,,,,,,,,,,,,,,,,,
ABS019,20SWE03482,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:02:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,,7.61,,,,,,,,362,,,,,,,,,,256,,,,,,,,7.14,,,,,,,,,,,,,,,,,,
ABS019,20SWE03483,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:03:00,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,,7.53,,,,,,,,364,,,,,,,,,,254,,,,,,,,6.57,,,,,,,,,,,,,,,,,,
ABS019,20SWE03484,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:04:00,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38,,7.52,,,,,,,,364,,,,,,,,,,253,,,,,,,,6.55,,,,,,,,,,,,,,,,,,
ABS019,20SWE03485,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:05:00,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38,,7.52,,,,,,,,364,,,,,,,,,,253,,,,,,,,6.54,,,,,,,,,,,,,,,,,,
ABS019,20SWE03486,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:06:00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,,7.5,,,,,,,,364,,,,,,,,,,252,,,,,,,,6.55,,,,,,,,,,,,,,,,,,
ABS019,20SWE03487,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:07:00,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14,,7.49,,,,,,,,364,,,,,,,,,,252,,,,,,,,6.32,,,,,,,,,,,,,,,,,,
ABS019,20SWE03488,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:08:00,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14,,7.46,,,,,,,,365,,,,,,,,,,252,,,,,,,,6.31,,,,,,,,,,,,,,,,,,
ABS019,20SWE03489,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:09:00,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,7.47,,,,,,,,365,,,,,,,,,,252,,,,,,,,6.29,,,,,,,,,,,,,,,,,,
ABS019,20SWE03490,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:10:00,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11,,7.47,,,,,,,,365,,,,,,,,,,252,,,,,,,,6.27,,,,,,,,,,,,,,,,,,
ABS019,20SWE03491,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:11:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,,7.46,,,,,,,,365,,,,,,,,,,251,,,,,,,,6.21,,,,,,,,,,,,,,,,,,
ABS019,20SWE03492,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:12:00,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86,,7.42,,,,,,,,367,,,,,,,,,,251,,,,,,,,5.99,,,,,,,,,,,,,,,,,,
ABS019,20SWE03493,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:13:00,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72,,7.39,,,,,,,,367,,,,,,,,,,252,,,,,,,,5.87,,,,,,,,,,,,,,,,,,
ABS019,20SWE03494,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,06/25/2020 11:14:00,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,,7.39,,,,,,,,358,,,,,,,,,,251,,,,,,,,5.84,,,,,,,,,,,,,,,,,,
ABS019,20SWE03645,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:20:00,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28,,8.24,,,,,,,,485,,,,,,,,,,184,,,,,,,,13.93,,,,,,,,,,,,,,,,,,
ABS019,20SWE03646,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:21:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28,,8.09,,,,,,,,482,,,,,,,,,,184,,,,,,,,13.94,,,,,,,,,,,,,,,,,,
ABS019,20SWE03647,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:22:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32,,8.05,,,,,,,,480,,,,,,,,,,184,,,,,,,,13.92,,,,,,,,,,,,,,,,,,
ABS019,20SWE03648,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:23:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.27,,8.01,,,,,,,,479,,,,,,,,,,184,,,,,,,,13.91,,,,,,,,,,,,,,,,,,
ABS019,20SWE03649,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:24:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,7.99,,,,,,,,476,,,,,,,,,,184,,,,,,,,13.86,,,,,,,,,,,,,,,,,,
ABS019,20SWE03650,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:25:00,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,,7.97,,,,,,,,475,,,,,,,,,,184,,,,,,,,13.75,,,,,,,,,,,,,,,,,,
ABS019,20SWE03651,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:26:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,,7.95,,,,,,,,476,,,,,,,,,,184,,,,,,,,13.74,,,,,,,,,,,,,,,,,,
ABS019,20SWE03652,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:27:00,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,,7.93,,,,,,,,474,,,,,,,,,,184,,,,,,,,13.67,,,,,,,,,,,,,,,,,,
ABS019,20SWE03653,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:28:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.47,,7.92,,,,,,,,470,,,,,,,,,,183,,,,,,,,13.31,,,,,,,,,,,,,,,,,,
ABS019,20SWE03654,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:29:00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52,,7.92,,,,,,,,469,,,,,,,,,,182,,,,,,,,13.13,,,,,,,,,,,,,,,,,,
ABS019,20SWE03655,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:30:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,7.91,,,,,,,,469,,,,,,,,,,182,,,,,,,,13.09,,,,,,,,,,,,,,,,,,
ABS019,20SWE03656,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:31:00,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64,,7.91,,,,,,,,467,,,,,,,,,,182,,,,,,,,12.76,,,,,,,,,,,,,,,,,,
ABS019,20SWE03657,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:32:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71,,7.91,,,,,,,,464,,,,,,,,,,181,,,,,,,,12.43,,,,,,,,,,,,,,,,,,
ABS019,20SWE03658,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:33:00,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,,7.9,,,,,,,,466,,,,,,,,,,180,,,,,,,,12.07,,,,,,,,,,,,,,,,,,
ABS019,20SWE03659,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:34:00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78,,7.89,,,,,,,,464,,,,,,,,,,180,,,,,,,,11.76,,,,,,,,,,,,,,,,,,
ABS019,20SWE03660,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:35:00,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79,,7.87,,,,,,,,464,,,,,,,,,,180,,,,,,,,11.6,,,,,,,,,,,,,,,,,,
ABS019,20SWE03661,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:36:00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,,7.87,,,,,,,,464,,,,,,,,,,180,,,,,,,,11.53,,,,,,,,,,,,,,,,,,
ABS019,20SWE03662,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:37:00,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77,,7.86,,,,,,,,463,,,,,,,,,,180,,,,,,,,11.37,,,,,,,,,,,,,,,,,,
ABS019,20SWE03663,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:38:00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,,7.86,,,,,,,,461,,,,,,,,,,180,,,,,,,,11.33,,,,,,,,,,,,,,,,,,
ABS019,20SWE03664,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:39:00,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81,,7.86,,,,,,,,459,,,,,,,,,,181,,,,,,,,11.25,,,,,,,,,,,,,,,,,,
ABS019,20SWE03665,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:40:00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81,,7.85,,,,,,,,460,,,,,,,,,,181,,,,,,,,11.17,,,,,,,,,,,,,,,,,,
ABS019,20SWE03666,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:41:00,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79,,7.85,,,,,,,,460,,,,,,,,,,182,,,,,,,,11.03,,,,,,,,,,,,,,,,,,
ABS019,20SWE03667,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:42:00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,,7.85,,,,,,,,460,,,,,,,,,,182,,,,,,,,10.97,,,,,,,,,,,,,,,,,,
ABS019,20SWE03668,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:43:00,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72,,7.84,,,,,,,,460,,,,,,,,,,183,,,,,,,,10.83,,,,,,,,,,,,,,,,,,
ABS019,20SWE03669,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:44:00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72,,7.84,,,,,,,,460,,,,,,,,,,183,,,,,,,,10.72,,,,,,,,,,,,,,,,,,
ABS019,20SWE03670,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:45:00,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69,,7.81,,,,,,,,459,,,,,,,,,,185,,,,,,,,10.38,,,,,,,,,,,,,,,,,,
ABS019,20SWE03671,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:46:00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,7.79,,,,,,,,460,,,,,,,,,,190,,,,,,,,9.81,,,,,,,,,,,,,,,,,,
ABS019,20SWE03672,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:47:00,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89,,7.76,,,,,,,,462,,,,,,,,,,195,,,,,,,,9.13,,,,,,,,,,,,,,,,,,
ABS019,20SWE03673,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:48:00,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85,,7.74,,,,,,,,458,,,,,,,,,,198,,,,,,,,8.32,,,,,,,,,,,,,,,,,,
ABS019,20SWE03674,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:49:00,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77,,7.71,,,,,,,,458,,,,,,,,,,199,,,,,,,,8.19,,,,,,,,,,,,,,,,,,
ABS019,20SWE03675,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:50:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69,,7.68,,,,,,,,458,,,,,,,,,,199,,,,,,,,8.13,,,,,,,,,,,,,,,,,,
ABS019,20SWE03676,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:51:00,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55,,7.67,,,,,,,,460,,,,,,,,,,200,,,,,,,,7.9,,,,,,,,,,,,,,,,,,
ABS019,20SWE03677,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:52:00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,7.63,,,,,,,,461,,,,,,,,,,202,,,,,,,,7.62,,,,,,,,,,,,,,,,,,
ABS019,20SWE03678,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:53:00,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,,7.6,,,,,,,,460,,,,,,,,,,203,,,,,,,,7.34,,,,,,,,,,,,,,,,,,
ABS019,20SWE03679,SAS,BOW,05BF,5,AB05BF0190,"LOWER KANANASKIS LAKE, PROFILE",50.650000,-115.133330,0,1,122,N,,07/21/2020 10:54:00,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,7.58,,,,,,,,460,,,,,,,,,,204,,,,,,,,7.24,,,,,,,,,,,,,,,,,,
